54;'HNQIS-ICM-RDT-170';'HNQIS-ICM-RDT-RDT-170-Puncture the side of the ball of the finger';;'Puncture the side of the ball of the finger';;'i2zxoS0DryK';360;0.03;0.03;59;53;;7
55;'HNQIS-ICM-RDT-180';'HNQIS-ICM-RDT-RDT-180-Provider disposes of lancent in sharps bin immediately after pricking finger';;'Provider disposes of lancent in sharps bin immediately after pricking finger';;'Yh8vdkFpFp6';370;0.07;0.07;59;53;;7
56;'HNQIS-ICM-RDT-190';'HNQIS-ICM-RDT-RDT-190-Collect blood with the enclosed pipette making sure to fill close to the first cross line';;'Collect blood with the enclosed pipette making sure to fill close to the first cross line';;'Nw0FlpudQSx';380;0.03;0.03;59;53;;7
57;'HNQIS-ICM-RDT-200';'HNQIS-ICM-RDT-RDT-200-Using a pipette, blots blood onto the pad in the correct well';;'Using a pipette, blots blood onto the pad in the correct well';;'ZrV0L9IyAdO';390;0.07;0.07;59;53;;7
58;'HNQIS-ICM-RDT-210';'HNQIS-ICM-RDT-RDT-210-Disposes of pipette in sharps container immediately';;'Disposes of the used pipette in the sharps container immediately after use';;'EbC9h6WYDOI';400;0.03;0.03;59;53;;7
59;'HNQIS-ICM-RDT-220';'HNQIS-ICM-RDT-RDT-220-Dispense correct number of drops of clearing buffer into the correct well';;'Dispense correct number of drops of the buffer into the correct well';;'b3qdNHErmhv';410;0.07;0.07;59;53;;7
60;'HNQIS-ICM-RDT-230';'HNQIS-ICM-RDT-RDT-230-Wait correct time before reading results';;'Wait correct time before reading results';;'jV7UOCiFVOq';420;0.07;0.07;59;53;;7
61;'HNQIS-ICM-RDT-240';'HNQIS-ICM-RDT-RDT-240-Read the results test correctly';;'Read the test results correctly';;'TOL9I9EPzYH';430;0.07;0.07;59;53;;7
62;'HNQIS-ICM-RDT-250';'HNQIS-ICM-RDT-RDT-250-Record results in the register';;'Record results in the register';;'EGEB9ZwANRu';440;0.03;0.03;59;53;;7
63;'HNQIS-ICM-RDT-260';'HNQIS-ICM-RDT-RDT-260-Dispose gloves, wrappers, alcohol swab and dessicant safely';;'Dispose gloves, wrappers, alcohol swab and dessicant safely';;'fIDsIhGrlvf';450;0.07;0.07;59;53;;7
64;'HNQIS-ICM-RDT-270';'HNQIS-ICM-RDT-RDT-270-Should RDT have been undertaken based on symptoms?';;'Should RDT have been undertaken based on symptoms?';;'cUOQpnHePfa';460;0.03;0.03;59;53;;7
65;'HNQIS-ICM-Work Env-100';'HNQIS-ICM-Work Env-Workplace-100-Adequate water supply (sufficient for outlet operations)';;'Adequate water supply (sufficient for outlet operations)';'<p><strong>Ensure adequate water supply</strong><br/>For infection prevention, ensure adequate water is available for:</p><ul><li>Hand washing before and after procedures</li><li>Cleaning work place</li></ul>';'rZVVWwhNeSo';100;1.00;1.00;8;53;;9
66;'HNQIS-ICM-Work Env-110';'HNQIS-ICM-Work Env-Workplace-110-Adequate lighting (sufficient for reading test)';;'Adequate lighting (sufficient for reading test)';'<p><strong>Provide adequate lighting for RDT procedure area</strong><br/>Good light is needed to be able to read the test results correctly. In conditions of poor lighting, one may not see the test lines clearly or a faint positive may be missed.</p>';'cIcYxNH0hwI';110;1.00;1.00;8;53;;9
67;'HNQIS-ICM-Work Env-120';'HNQIS-ICM-Work Env-Workplace-120-Space for conducting RDT (confidentiality)';;'Space for conducting RDT (confidentiality)';'<p><strong>Provide adequate space for conducting RDT</strong></p><ul><li>There should be adequate space to allow client confidentiality and respect for patients'' rights. The space should offer both visual and auditory privacy. This puts the patient at ease.</li><li>Adequate space to perform the test reduces the risk of sustaining sharps injuries.</li></ul>';'qDmVJDqkiI5';120;1.00;1.00;8;53;;9
68;'HNQIS-ICM-Work Env-130';'HNQIS-ICM-Work Env-Workplace-130-Presence of job aids';;'Presence of job aids';'<p><strong>Have job aids and display them prominently</strong><br/>Job aids act as quick reference points when a provider is performing a test and forgets or is unsure of a step.<br/>The package instructions that come with RDT kits provided by manufacturers may be inadequate or confusing.<br/>Follow instructions on job aids to ensure standardization when performing the test procedure.</p>';'IhDWIeHoY8d';130;1.00;1.00;8;53;;9
69;'HNQIS-ICM-Work Env-140';'HNQIS-ICM-Work Env-Workplace-140-RDTs stored in a dry place away from direct sunlight';;'RDTs stored in a dry place away from direct sunlight';'<p><strong>Store RDTs away from direct sunlight</strong><br/>RDTs are sensitive to heat. If subjected to hot conditions above those stated by the manufacturer, the RDTs will lose sensitivity before the expiry date indicated on the package.</p>';'w1IUTsrV96s';140;1.00;1.00;8;53;;9
70;'HNQIS-ICM-Work Env-150';'HNQIS-ICM-Work Env-Equip, Sup, Cons-150-Alcohol, Lancets, Gloves';;'Alcohol, Lancets, Gloves';'<p><strong>Have alcohol, lancets and gloves</strong><br/>Needed to perform RDT procedure safely. Have:</p><ul><li>Alcohol for swabbing finger-prick sites</li><li>Sterile lancets to prevent cross-infections</li><li>Gloves to reduce risk of exposure to potentially infectious material</li></ul>';'TB6ZqZv5ywC';150;1.00;1.00;9;53;;10
71;'HNQIS-ICM-Work Env-160';'HNQIS-ICM-Work Env-Equip, Sup, Cons-160-Timers, lead/grease pencils, marker pens';;'Timers, lead/grease pencils, marker pens';'<p><strong>Have timers, grease pencils, maker pens</strong></p><ul><li>Timers needed to set the time when test is ready for reading.</li><li>Marker pens, grease pencils needed to label the patient''s RDT kit to prevent a mix-up with other patients'' test kits.</li></ul>';'WcNmIQi4I3o';160;1.00;1.00;9;53;;10
72;'HNQIS-ICM-Work Env-170';'HNQIS-ICM-Work Env-Equip, Sup, Cons-170-Biohazard waste bags';;'Biohazard waste bags';;'lyoDTEQqsD3';170;1.00;1.00;9;53;;10
73;'HNQIS-ICM-Work Env-180';'HNQIS-ICM-Work Env-Equip, Sup, Cons-180-Cotton wool, Disinfectants, Soap';;'Cotton wool, Disinfectants, Soap';'<ul><li>Ensure you always have cotton wool for swabbing fingers with alcohol to supplement the alcohol swabs. This is necessary when the swabs are not adequate.</li><li>Have disinfectants for disinfecting contaminated equipment and work surfaces.</li><li>Have soap for hand washing and cleaning the work place.</li></ul><p>These are needed for infection prevention.</p>';'g30NEDD0PGa';180;1.00;1.00;9;53;;10
74;'HNQIS-ICM-Work Env-190';'HNQIS-ICM-Work Env-Equip, Sup, Cons-190-Sharps container';;'Sharps container';'<p><strong>Have a sharps container</strong><br/>Use a sharps container to safely dispose off sharps immediately after use to avoid accidental sharps injuries to patients, health providers or cleaners that may occur when the sharps are not disposed off correctly/immediately.</p>';'TwY0fs9KXWm';190;1.00;1.00;9;53;;10
75;'HNQIS-ICM-Work Env-200';'HNQIS-ICM-Work Env-Equip, Sup, Cons-200-Quality assured RDTs in stock on day of visit';;'Quality assured RDTs in stock on day of visit';'<p><strong>Quality assured RDTs should always be in stock</strong><br/>Quality assured RDTs should always be available so that patients suspected to have malaria can be tested immediately. ACTs should only be given to positively identified malaria cases. This will avoid wastage of ACTs, will prevent emergence of resistance to ACTs and will enable early investigation of non-malarial fever.</p>';'mIX5j7QJNr0';200;1.00;1.00;9;53;;10
76;'HNQIS-ICM-Work Env-210';'HNQIS-ICM-Work Env-Equip, Sup, Cons-210-Expired RDTs in stock on day of visit';;'Expired RDTs in stock on day of visit';'<p><strong>Do proper stock management</strong></p><ul><li>Adhere to First-to-expire first-out (FEFO) procedures when dispatching RDTs from the store to the provider.</li><li>Establish policy and procedure to manage short-expiry RDTs.</li><li>Avoid overstocking.</li><li>Do proper forecasting to avoid wastage.</li></ul>';'ITUkdyQT0i5';210;1.00;1.00;9;74;;10
77;'HNQIS-ICM-Work Env-220';'HNQIS-ICM-Work Env-Equip, Sup, Cons-220-RDTs stock out for MORE THAN 1 WEEK / 7 days in the past 3 months';;'RDTs stock out for MORE THAN 1 WEEK / 7 days in the past 3 months';'<p>Collecting and reporting the total number of days RDTs were out of stock is used to inform resupply decisions and forecast future consumption more accurately. Stock out data is critical for monitoring supply chain performance and highlighting supply gaps that may be present.</p>';'EKetcxeNIrY';220;1.00;1.00;9;74;;10
78;'HNQIS-ICM-Work Env-230';'HNQIS-ICM-Work Env-Equip, Sup, Cons-230-Quality assured ACTs in stock';;'Quality assured ACTs in stock';'<p><strong>Quality assured ACTs should always be in stock </strong>to ensure that all confirmed cases of malaria are started on ACTs immediately. Prompt treatment of malaria is essential to prevent severe malaria and its complications from developing. Treating complicated malaria is more difficult and a patient with severe or complicated malaria is at a higher risk of dying.</p>';'faI5bhjFAol';230;1.00;1.00;9;53;;10
79;'HNQIS-ICM-Work Env-240';'HNQIS-ICM-Work Env-Equip, Sup, Cons-240-Expired Quality Assured ACTs in stock on day of visit';;'Expired Quality Assured ACTs in stock on day of visit';'<ul><li>Never dispense an expired drug, it will not work and may cause harm to the patient.</li><li>Adhere to First-to-expire first-out (FEFO) procedures-always dispatch the first to expire ACTs from the store to the provider to avoid ACTs expiring on shelf.</li><li>Establish policy and procedure to manage short -expiry ACTs.</li><li>Order long-expiry ACTs .</li><li>Do not overstock .</li><li>Do proper forecasting to avoid wastage.</li></ul>';'lXsmWQSb6eH';240;1.00;1.00;9;74;;10
80;'HNQIS-ICM-Work Env-250';'HNQIS-ICM-Work Env-Doc & Rept-250-Logbook/register/record book is present at the outlet';;'Logbook/register/record book is present at the outlet';'<p><strong>Have data entry tools</strong><br/>Record keeping books are essential for documentation purposes. Record books serve as reference points and are source documents for patient follow up, quality assurance visits, disease surveillance and are sources of data for report writing.</p>';'SQS5T6vuSJ0';250;1.00;1.00;10;53;;11
81;'HNQIS-ICM-Work Env-260';'HNQIS-ICM-Work Env-Doc & Rept-260-The patients details are recorded and organised in legible manner, including date of test is recorded';;'The patients details are recorded and organised in legible manner, including date of test is recorded';'<p>Write legibly, record all patient details including full name,age and date. This will ensure validity of data when being used to inform decision making processes and for planning purposes.</p>';'oSoHZ0Vau0Z';260;1.00;1.00;10;53;;11
82;'HNQIS-ICM-Work Env-270';'HNQIS-ICM-Work Env-Doc & Rept-270-Results of the tests are recorded/if not test action taken is recorded';;'Results of the tests are recorded/if not test action taken is recorded';'<p><strong>Record all test results regardless of the outcome</strong><br />The number of tests performed guides the estimation of stocks to be ordered for diagnosis and treatment of malaria. The results records also provide data for analysis during quality assurance assessments of RDTs.</p>';'wUY7L45SSfx';270;1.00;1.00;10;53;;11
83;'HNQIS-ICM-Work Env-280';'HNQIS-ICM-Work Env-Doc & Rept-280-Reports for the weeks preceding the assessment have been submitted';;'Reports for the weeks preceding the assessment have been submitted';'<p><strong>Submit all reports within the specified time</strong><br/>Regular and timely submission of reports enable morbidity surveillance and procurement planning resulting in timely resupply of commodities for diagnosis and treatment.</p>';'R6xFOM433PL';280;1.00;1.00;10;53;;11
93;'HNQIS-ICM-Feedback-100';'HNQIS-ICM-Feedback-Intro-100-Client Introduction';;'Client Introduction';;'gDK0GRWVvHF';100;0.00;0.00;11;36;;
94;'HNQIS-ICM-Feedback-110';'HNQIS-ICM-Feedback-Inq-110-Child presenting with danger signs';;'Child presenting with danger signs';;'esDpMTDIb1l';110;0.00;0.00;12;36;;
95;'HNQIS-ICM-Feedback-120';'HNQIS-ICM-Feedback-Inq-120-Child presenting with cough';;'Child presenting with cough';;'fdyLpnXCT6b';120;0.00;0.00;12;36;;
96;'HNQIS-ICM-Feedback-130';'HNQIS-ICM-Feedback-Inq-130-Child presenting with diarrhea';;'Child presenting with diarrhea';;'nr0ahGkg8tY';130;0.00;0.00;12;36;;
97;'HNQIS-ICM-Feedback-140';'HNQIS-ICM-Feedback-Inq-140-Child presenting with fever';;'Child presenting with fever';;'tZ50MRD0kiI';140;0.00;0.00;12;36;;
98;'HNQIS-ICM-Feedback-150';'HNQIS-ICM-Feedback-Inq-150-Child presenting with HIV';;'Child presenting with HIV';;'vfLDLCnNwIj';150;0.00;0.00;12;36;;
99;'HNQIS-ICM-Feedback-160';'HNQIS-ICM-Feedback-Phys Exam-160-Physical Exam of Child presenting with Danger Signs';;'Physical Exam of Child presenting with Danger Signs';;'cNpTZYL1yQy';160;0.00;0.00;13;36;;
100;'HNQIS-ICM-Feedback-170';'HNQIS-ICM-Feedback-Phys Exam-170-Physical Exam of Child presenting with Malnutrition';;'Physical Exam of Child presenting with Malnutrition';;'ZEQNgrf8pxq';170;0.00;0.00;13;36;;
101;'HNQIS-ICM-Feedback-180';'HNQIS-ICM-Feedback-Phys Exam-180-Physical Exam of Child presenting with Cough';;'Physical Exam of Child presenting with Cough';;'fCBbs4ekGcC';180;0.00;0.00;13;36;;
102;'HNQIS-ICM-Feedback-190';'HNQIS-ICM-Feedback-Phys Exam-190-Physical Exam of Child presenting with Diarrhoea';;'Physical Exam of Child presenting with Diarrhoea';;'nwoam81M6AU';190;0.00;0.00;13;36;;
103;'HNQIS-ICM-Feedback-200';'HNQIS-ICM-Feedback-Phys Exam-200-Physical Exam of Child presenting with Fever';;'Physical Exam of Child presenting with Fever';;'i7oKXy0pLLV';200;0.00;0.00;13;36;;
104;'HNQIS-ICM-Feedback-210';'HNQIS-ICM-Feedback-Dx and Tx-210-Diagnosis and Treatment obs 1';;'Diagnosis and Treatment obs 1';;'IzCvJ6PLNKj';210;0.00;0.00;14;36;;
105;'HNQIS-ICM-Feedback-220';'HNQIS-ICM-Feedback-Dx and Tx-220-Diagnosis and Treatment obs 2';;'Diagnosis and Treatment obs 2';;'PljC4yMlWCz';220;0.00;0.00;14;36;;
106;'HNQIS-ICM-Feedback-230';'HNQIS-ICM-Feedback-Dx and Tx-230-Diagnosis and Treatment obs 3';;'Diagnosis and Treatment obs 3';;'xNjiKzAHTZw';230;0.00;0.00;14;36;;
107;'HNQIS-ICM-Feedback-240';'HNQIS-ICM-Feedback-Counseling-240-Effective counseling obs 1';;'Effective counseling obs 1';;'vDEjLvG96rz';240;0.00;0.00;15;36;;
108;'HNQIS-ICM-Feedback-250';'HNQIS-ICM-Feedback-Counseling-250-Effective counseling obs 2';;'Effective counseling obs 2';;'ch6yFpMrAkg';250;0.00;0.00;15;36;;
109;'HNQIS-ICM-Feedback-260';'HNQIS-ICM-Feedback-Counseling-260-Effective counseling obs 3';;'Effective counseling obs 3';;'xYTdkMyp3ym';260;0.00;0.00;15;36;;
110;'HNQIS-ICM-D,T&C-360';'HNQIS-ICM-D,T&C-Diag3-360-END OF TAB';;'END OF TAB';;;360;0.00;0.00;6;49;;
111;'HNQIS-ICM-Work Env-290';'HNQIS-ICM-Work Env-Doc & Rept-290-END OF TAB';;'END OF TAB';;;290;0.00;0.00;10;49;;
112;'HNQIS-ICM-I&PE-490';'HNQIS-ICM-I&PE-RDT-490-END OF TAB';;'END OF TAB';;;490;0.00;0.00;59;49;;
